"Product ID","Sales QTY","Supply ID","Supply QTY","costs per PCS","Date","Sale VALUE"
1,5,17,6,991,2024-01-19 00:00:00.000,4955
1,1,17,1,991,2024-01-19 00:00:00.000,991
1,1,18,15,1017,2024-01-20 00:00:00.000,1017
1,1,18,14,1017,2024-01-20 00:00:00.000,1017
1,-6,18,13,1017,2024-01-21 00:00:00.000,0
1,1,18,19,1017,2024-01-21 00:00:00.000,1017
1,1,18,18,1017,2024-01-21 00:00:00.000,1017
1,1,18,17,1017,2024-01-21 00:00:00.000,1017
1,1,18,16,1017,2024-01-22 00:00:00.000,1017
1,1,18,15,1017,2024-01-22 00:00:00.000,1017
1,-9,18,14,1017,2024-01-22 00:00:00.000,0
1,1,18,23,1017,2024-01-22 00:00:00.000,1017
1,1,18,22,1017,2024-01-22 00:00:00.000,1017
1,1,18,21,1017,2024-01-23 00:00:00.000,1017
1,3,18,20,1017,2024-01-24 00:00:00.000,3051
1,-1,18,17,1017,2024-01-24 00:00:00.000,0
1,1,18,18,1017,2024-01-24 00:00:00.000,1017
1,1,18,17,1017,2024-01-24 00:00:00.000,1017
1,2,18,16,1017,2024-01-25 00:00:00.000,2034
1,1,18,14,1017,2024-01-26 00:00:00.000,1017
1,12,18,13,1017,2024-01-26 00:00:00.000,12204
1,1,18,1,1017,2024-01-26 00:00:00.000,1017
1,1,19,6,1021,2024-01-26 00:00:00.000,1021
1,1,19,5,1021,2024-01-26 00:00:00.000,1021
1,11,19,4,1021,2024-01-27 00:00:00.000,4084
1,7,20,6,1029,2024-01-27 00:00:00.000,6174
1,1,21,19,1033,2024-01-27 00:00:00.000,1033
1,4,21,18,1033,2024-01-27 00:00:00.000,4132
1,1,21,14,1033,2024-01-27 00:00:00.000,1033
1,2,21,13,1033,2024-01-28 00:00:00.000,2066
1,1,21,11,1033,2024-01-28 00:00:00.000,1033
1,-1,21,10,1033,2024-01-28 00:00:00.000,0
1,1,21,11,1033,2024-01-29 00:00:00.000,1033
1,1,21,10,1033,2024-01-30 00:00:00.000,1033
1,-1,21,9,1033,2024-01-31 00:00:00.000,0
1,1,21,10,1033,2024-01-31 00:00:00.000,1033
1,3,21,9,1033,2024-01-31 00:00:00.000,3099
1,2,21,6,1033,2024-02-01 00:00:00.000,2066
1,1,21,4,1033,2024-02-01 00:00:00.000,1033
1,1,21,3,1033,2024-02-01 00:00:00.000,1033
1,3,21,2,1033,2024-02-01 00:00:00.000,2066
1,1,22,5,985,2024-02-01 00:00:00.000,985
1,3,22,4,985,2024-02-02 00:00:00.000,2955
1,1,22,1,985,2024-02-02 00:00:00.000,985
1,3,23,8,994,2024-02-03 00:00:00.000,2982
1,2,23,5,994,2024-02-04 00:00:00.000,1988
1,-1,23,3,994,2024-02-05 00:00:00.000,0
1,-8,23,4,994,2024-02-05 00:00:00.000,0
1,3,23,12,994,2024-02-05 00:00:00.000,2982
1,2,23,9,994,2024-02-05 00:00:00.000,1988
1,3,23,7,994,2024-02-06 00:00:00.000,2982
1,3,23,4,994,2024-02-06 00:00:00.000,2982
1,10,23,1,994,2024-02-06 00:00:00.000,994
1,9,24,4,970,2024-02-06 00:00:00.000,3880
1,5,25,2,1020,2024-02-06 00:00:00.000,2040
1,3,26,14,1047,2024-02-06 00:00:00.000,3141
1,1,26,11,1047,2024-02-07 00:00:00.000,1047
1,1,26,10,1047,2024-02-08 00:00:00.000,1047
1,1,26,9,1047,2024-02-08 00:00:00.000,1047
1,1,26,8,1047,2024-02-08 00:00:00.000,1047
1,1,26,7,1047,2024-02-08 00:00:00.000,1047
1,14,26,6,1047,2024-02-09 00:00:00.000,6282
1,8,27,2,998,2024-02-09 00:00:00.000,1996
1,6,28,1,1026,2024-02-09 00:00:00.000,1026
1,5,29,18,1018,2024-02-09 00:00:00.000,5090
1,1,29,13,1018,2024-02-09 00:00:00.000,1018
1,1,29,12,1018,2024-02-09 00:00:00.000,1018
1,2,29,11,1018,2024-02-09 00:00:00.000,2036
1,3,29,9,1018,2024-02-10 00:00:00.000,3054
1,1,29,6,1018,2024-02-10 00:00:00.000,1018
1,1,29,5,1018,2024-02-10 00:00:00.000,1018
1,1,29,4,1018,2024-02-10 00:00:00.000,1018
1,2,29,3,1018,2024-02-10 00:00:00.000,2036
1,1,29,1,1018,2024-02-11 00:00:00.000,1018
1,9,30,14,1014,2024-02-11 00:00:00.000,9126
1,1,30,5,1014,2024-02-11 00:00:00.000,1014
1,3,30,4,1014,2024-02-11 00:00:00.000,3042
1,1,30,1,1014,2024-02-13 00:00:00.000,1014
1,1,31,8,964,2024-02-14 00:00:00.000,964
1,1,31,7,964,2024-02-14 00:00:00.000,964
1,2,31,6,964,2024-02-14 00:00:00.000,1928
1,6,31,4,964,2024-02-14 00:00:00.000,3856
1,2,32,4,972,2024-02-14 00:00:00.000,1944
1,2,32,2,972,2024-02-16 00:00:00.000,1944
1,2,33,13,1007,2024-02-16 00:00:00.000,2014
1,5,33,11,1007,2024-02-16 00:00:00.000,5035
1,2,33,6,1007,2024-02-18 00:00:00.000,2014
1,1,33,4,1007,2024-02-18 00:00:00.000,1007
1,2,33,3,1007,2024-02-18 00:00:00.000,2014
1,2,33,1,1007,2024-02-18 00:00:00.000,1007
1,1,34,5,1024,2024-02-18 00:00:00.000,1024
1,1,34,4,1024,2024-02-19 00:00:00.000,1024
1,1,34,3,1024,2024-02-19 00:00:00.000,1024
1,10,34,2,1024,2024-02-19 00:00:00.000,2048
1,8,35,1,991,2024-02-19 00:00:00.000,991
1,7,36,11,1059,2024-02-19 00:00:00.000,7413
1,1,36,4,1059,2024-02-20 00:00:00.000,1059
1,1,36,3,1059,2024-02-20 00:00:00.000,1059
1,5,36,2,1059,2024-02-21 00:00:00.000,2118
1,3,37,15,996,2024-02-21 00:00:00.000,2988
1,2,37,12,996,2024-02-22 00:00:00.000,1992
1,-1,37,10,996,2024-02-22 00:00:00.000,0
1,11,37,11,996,2024-02-22 00:00:00.000,10956
1,6,38,19,1018,2024-02-23 00:00:00.000,6108
1,1,38,13,1018,2024-02-24 00:00:00.000,1018
1,2,38,12,1018,2024-02-24 00:00:00.000,2036
1,-1,38,10,1018,2024-02-25 00:00:00.000,0
1,2,38,11,1018,2024-02-26 00:00:00.000,2036
1,2,38,9,1018,2024-02-26 00:00:00.000,2036
1,13,38,7,1018,2024-02-26 00:00:00.000,7126
1,6,39,18,1008,2024-02-26 00:00:00.000,6048
1,2,39,12,1008,2024-02-28 00:00:00.000,2016
1,1,39,10,1008,2024-02-28 00:00:00.000,1008
1,5,39,9,1008,2024-02-28 00:00:00.000,5040
1,3,39,4,1008,2024-02-28 00:00:00.000,3024
1,1,39,1,1008,2024-02-28 00:00:00.000,1008
1,2,40,19,1049,2024-02-29 00:00:00.000,2098
1,2,40,17,1049,2024-02-29 00:00:00.000,2098
1,1,40,15,1049,2024-02-29 00:00:00.000,1049
1,-1,40,14,1049,2024-03-01 00:00:00.000,0
1,1,40,15,1049,2024-03-01 00:00:00.000,1049
1,11,40,14,1049,2024-03-02 00:00:00.000,11539
1,1,40,3,1049,2024-03-02 00:00:00.000,1049
1,1,40,2,1049,2024-03-02 00:00:00.000,1049
1,1,40,1,1049,2024-03-02 00:00:00.000,1049
1,-1,41,3,980,2024-03-04 00:00:00.000,0
1,-1,41,4,980,2024-03-05 00:00:00.000,0
1,-3,41,5,980,2024-03-05 00:00:00.000,0
1,14,41,8,980,2024-03-05 00:00:00.000,7840
1,6,42,19,1040,2024-03-05 00:00:00.000,6240
1,1,42,13,1040,2024-03-05 00:00:00.000,1040
1,1,42,12,1040,2024-03-05 00:00:00.000,1040
1,1,42,11,1040,2024-03-07 00:00:00.000,1040
1,6,42,10,1040,2024-03-07 00:00:00.000,6240
1,2,42,4,1040,2024-03-08 00:00:00.000,2080
1,2,42,2,1040,2024-03-08 00:00:00.000,2080
1,2,43,10,980,2024-03-08 00:00:00.000,1960
1,1,43,8,980,2024-03-08 00:00:00.000,980
1,13,43,7,980,2024-03-09 00:00:00.000,6860
1,6,44,2,986,2024-03-09 00:00:00.000,1972
1,4,45,8,1005,2024-03-09 00:00:00.000,4020
1,4,45,4,1005,2024-03-09 00:00:00.000,4020
1,2,46,6,1043,2024-03-10 00:00:00.000,2086
1,2,46,4,1043,2024-03-10 00:00:00.000,2086
1,7,46,2,1043,2024-03-10 00:00:00.000,2086
1,5,47,5,1009,2024-03-10 00:00:00.000,5045
1,1,48,12,1015,2024-03-11 00:00:00.000,1015
1,1,48,11,1015,2024-03-11 00:00:00.000,1015
1,1,48,10,1015,2024-03-12 00:00:00.000,1015
1,2,48,9,1015,2024-03-12 00:00:00.000,2030
1,1,48,7,1015,2024-03-12 00:00:00.000,1015
1,15,48,6,1015,2024-03-12 00:00:00.000,6090
1,9,49,3,988,2024-03-12 00:00:00.000,2964
1,6,50,15,1052,2024-03-12 00:00:00.000,6312
1,3,50,9,1052,2024-03-13 00:00:00.000,3156
1,1,50,6,1052,2024-03-13 00:00:00.000,1052
1,1,50,5,1052,2024-03-14 00:00:00.000,1052
1,-1,50,4,1052,2024-03-14 00:00:00.000,0
1,2,50,5,1052,2024-03-14 00:00:00.000,2104
1,1,50,3,1052,2024-03-14 00:00:00.000,1052
1,-1,50,2,1052,2024-03-15 00:00:00.000,0
1,1,50,3,1052,2024-03-15 00:00:00.000,1052
1,1,50,2,1052,2024-03-16 00:00:00.000,1052
1,-10,50,1,1052,2024-03-16 00:00:00.000,0
1,2,50,11,1052,2024-03-16 00:00:00.000,2104
1,1,50,9,1052,2024-03-16 00:00:00.000,1052
1,1,50,8,1052,2024-03-16 00:00:00.000,1052
1,1,50,7,1052,2024-03-17 00:00:00.000,1052
1,3,50,6,1052,2024-03-17 00:00:00.000,3156
1,1,50,3,1052,2024-03-17 00:00:00.000,1052
1,3,50,2,1052,2024-03-17 00:00:00.000,2104
1,1,51,20,975,2024-03-17 00:00:00.000,975
1,2,51,19,975,2024-03-19 00:00:00.000,1950
1,1,51,17,975,2024-03-19 00:00:00.000,975
1,-1,51,16,975,2024-03-19 00:00:00.000,0
1,1,51,17,975,2024-03-19 00:00:00.000,975
1,1,51,16,975,2024-03-19 00:00:00.000,975
1,1,51,15,975,2024-03-20 00:00:00.000,975
1,5,51,14,975,2024-03-20 00:00:00.000,4875
1,2,51,9,975,2024-03-21 00:00:00.000,1950
1,3,51,7,975,2024-03-21 00:00:00.000,2925
1,-7,51,4,975,2024-03-23 00:00:00.000,0
1,1,51,11,975,2024-03-23 00:00:00.000,975
1,1,51,10,975,2024-03-24 00:00:00.000,975
1,1,51,9,975,2024-03-24 00:00:00.000,975
1,2,51,8,975,2024-03-25 00:00:00.000,1950
1,2,51,6,975,2024-03-25 00:00:00.000,1950
1,1,51,4,975,2024-03-26 00:00:00.000,975
1,1,51,3,975,2024-03-26 00:00:00.000,975
1,1,51,2,975,2024-03-26 00:00:00.000,975
1,1,51,1,975,2024-03-27 00:00:00.000,975
1,1,52,15,974,2024-03-27 00:00:00.000,974
1,15,52,14,974,2024-03-27 00:00:00.000,13636
1,1,53,12,1047,2024-03-27 00:00:00.000,1047
1,1,53,11,1047,2024-03-27 00:00:00.000,1047
1,1,53,10,1047,2024-03-28 00:00:00.000,1047
1,1,53,9,1047,2024-03-29 00:00:00.000,1047
1,1,53,8,1047,2024-03-30 00:00:00.000,1047
1,1,53,7,1047,2024-03-30 00:00:00.000,1047
1,2,53,6,1047,2024-03-30 00:00:00.000,2094
1,1,53,4,1047,2024-03-31 00:00:00.000,1047
1,1,53,3,1047,2024-04-01 00:00:00.000,1047
1,1,53,2,1047,2024-04-01 00:00:00.000,1047
1,2,53,1,1047,2024-04-02 00:00:00.000,1047
1,1,54,8,1034,2024-04-02 00:00:00.000,1034
1,1,54,7,1034,2024-04-02 00:00:00.000,1034
1,2,54,6,1034,2024-04-02 00:00:00.000,2068
1,1,54,4,1034,2024-04-02 00:00:00.000,1034
1,1,54,3,1034,2024-04-03 00:00:00.000,1034
1,2,54,2,1034,2024-04-04 00:00:00.000,2068
1,2,55,18,963,2024-04-05 00:00:00.000,1926
1,11,55,16,963,2024-04-05 00:00:00.000,10593
1,15,55,5,963,2024-04-06 00:00:00.000,4815
1,10,56,7,1006,2024-04-06 00:00:00.000,7042
1,3,57,6,973,2024-04-06 00:00:00.000,2919
1,3,57,3,973,2024-04-06 00:00:00.000,2919
1,1,58,20,1035,2024-04-06 00:00:00.000,1035
1,-1,58,19,1035,2024-04-06 00:00:00.000,0
1,1,58,20,1035,2024-04-07 00:00:00.000,1035
1,1,58,19,1035,2024-04-07 00:00:00.000,1035
1,2,58,18,1035,2024-04-07 00:00:00.000,2070
1,2,58,16,1035,2024-04-08 00:00:00.000,2070
1,2,58,14,1035,2024-04-09 00:00:00.000,2070
1,-3,58,12,1035,2024-04-10 00:00:00.000,0
1,12,58,15,1035,2024-04-10 00:00:00.000,12420
1,8,58,3,1035,2024-04-11 00:00:00.000,3105
1,5,59,6,970,2024-04-11 00:00:00.000,4850
1,2,59,1,970,2024-04-11 00:00:00.000,970
1,1,60,17,1041,2024-04-11 00:00:00.000,1041
1,2,60,16,1041,2024-04-12 00:00:00.000,2082
1,1,60,14,1041,2024-04-12 00:00:00.000,1041
1,1,60,13,1041,2024-04-12 00:00:00.000,1041
1,1,60,12,1041,2024-04-13 00:00:00.000,1041
1,2,60,11,1041,2024-04-13 00:00:00.000,2082
1,-9,60,9,1041,2024-04-13 00:00:00.000,0
1,8,60,18,1041,2024-04-14 00:00:00.000,8328
1,2,60,10,1041,2024-04-15 00:00:00.000,2082
1,13,60,8,1041,2024-04-16 00:00:00.000,8328
1,5,61,17,1020,2024-04-16 00:00:00.000,5100
1,2,61,12,1020,2024-04-16 00:00:00.000,2040
1,1,61,10,1020,2024-04-16 00:00:00.000,1020
1,15,61,9,1020,2024-04-17 00:00:00.000,9180
1,6,62,16,1035,2024-04-17 00:00:00.000,6210
1,1,62,10,1035,2024-04-17 00:00:00.000,1035
1,1,62,9,1035,2024-04-17 00:00:00.000,1035
1,3,62,8,1035,2024-04-17 00:00:00.000,3105
1,2,62,5,1035,2024-04-18 00:00:00.000,2070
1,1,62,3,1035,2024-04-18 00:00:00.000,1035
1,1,62,2,1035,2024-04-18 00:00:00.000,1035
1,3,62,1,1035,2024-04-19 00:00:00.000,1035
1,2,63,12,1019,2024-04-19 00:00:00.000,2038
1,1,63,10,1019,2024-04-20 00:00:00.000,1019
1,8,63,9,1019,2024-04-20 00:00:00.000,8152
1,2,63,1,1019,2024-04-21 00:00:00.000,1019
1,1,64,14,973,2024-04-21 00:00:00.000,973
1,1,64,13,973,2024-04-21 00:00:00.000,973
1,-2,64,12,973,2024-04-22 00:00:00.000,0
1,2,64,14,973,2024-04-22 00:00:00.000,1946
1,2,64,12,973,2024-04-22 00:00:00.000,1946
1,1,64,10,973,2024-04-23 00:00:00.000,973
1,1,64,9,973,2024-04-24 00:00:00.000,973
1,-1,64,8,973,2024-04-24 00:00:00.000,0
1,1,64,9,973,2024-04-24 00:00:00.000,973
1,1,64,8,973,2024-04-24 00:00:00.000,973
1,2,64,7,973,2024-04-25 00:00:00.000,1946
1,2,64,5,973,2024-04-25 00:00:00.000,1946
1,15,64,3,973,2024-04-26 00:00:00.000,2919
1,12,65,4,1013,2024-04-26 00:00:00.000,4052
1,8,66,7,1016,2024-04-26 00:00:00.000,7112
1,1,67,11,1018,2024-04-26 00:00:00.000,1018
1,-1,67,10,1018,2024-04-27 00:00:00.000,0
1,1,67,11,1018,2024-04-28 00:00:00.000,1018
1,1,67,10,1018,2024-04-28 00:00:00.000,1018
1,-4,67,9,1018,2024-04-28 00:00:00.000,0
1,3,67,13,1018,2024-04-29 00:00:00.000,3054
1,3,67,10,1018,2024-04-29 00:00:00.000,3054
1,2,67,7,1018,2024-04-30 00:00:00.000,2036
1,1,67,5,1018,2024-04-30 00:00:00.000,1018
1,2,67,4,1018,2024-05-01 00:00:00.000,2036
1,1,67,2,1018,2024-05-01 00:00:00.000,1018
1,-1,67,1,1018,2024-05-01 00:00:00.000,0
1,1,67,2,1018,2024-05-01 00:00:00.000,1018
1,1,67,1,1018,2024-05-02 00:00:00.000,1018
1,15,68,3,1036,2024-05-02 00:00:00.000,3108
1,12,69,11,1020,2024-05-02 00:00:00.000,11220
1,1,70,15,1032,2024-05-02 00:00:00.000,1032
1,2,70,14,1032,2024-05-02 00:00:00.000,2064
1,7,70,12,1032,2024-05-03 00:00:00.000,7224
1,3,70,5,1032,2024-05-03 00:00:00.000,3096
1,1,70,2,1032,2024-05-03 00:00:00.000,1032
1,1,70,1,1032,2024-05-03 00:00:00.000,1032
1,-1,71,16,980,2024-05-03 00:00:00.000,0
1,3,71,17,980,2024-05-04 00:00:00.000,2940
1,1,71,14,980,2024-05-04 00:00:00.000,980
1,8,71,13,980,2024-05-04 00:00:00.000,7840
1,3,71,5,980,2024-05-05 00:00:00.000,2940
1,4,71,2,980,2024-05-08 00:00:00.000,1960
1,2,72,4,1001,2024-05-08 00:00:00.000,2002
1,1,72,2,1001,2024-05-08 00:00:00.000,1001
1,1,72,1,1001,2024-05-08 00:00:00.000,1001
1,6,73,17,967,2024-05-08 00:00:00.000,5802
1,2,73,11,967,2024-05-09 00:00:00.000,1934
1,2,73,9,967,2024-05-10 00:00:00.000,1934
1,-9,73,7,967,2024-05-10 00:00:00.000,0
1,3,73,16,967,2024-05-10 00:00:00.000,2901
1,3,73,13,967,2024-05-11 00:00:00.000,2901
1,1,73,10,967,2024-05-12 00:00:00.000,967
1,1,73,9,967,2024-05-12 00:00:00.000,967
1,1,73,8,967,2024-05-12 00:00:00.000,967
1,1,73,7,967,2024-05-13 00:00:00.000,967
1,1,73,6,967,2024-05-13 00:00:00.000,967
1,-1,73,5,967,2024-05-15 00:00:00.000,0
1,2,73,6,967,2024-05-15 00:00:00.000,1934
1,1,73,4,967,2024-05-15 00:00:00.000,967
1,11,73,3,967,2024-05-17 00:00:00.000,2901
1,8,74,2,1038,2024-05-17 00:00:00.000,2076
1,6,75,11,1054,2024-05-17 00:00:00.000,6324
1,1,75,5,1054,2024-05-17 00:00:00.000,1054
1,1,75,4,1054,2024-05-17 00:00:00.000,1054
1,1,75,3,1054,2024-05-18 00:00:00.000,1054
1,1,75,2,1054,2024-05-18 00:00:00.000,1054
1,2,75,1,1054,2024-05-18 00:00:00.000,1054
1,1,76,16,1016,2024-05-18 00:00:00.000,1016
1,1,76,15,1016,2024-05-19 00:00:00.000,1016
1,1,76,14,1016,2024-05-19 00:00:00.000,1016
1,1,76,13,1016,2024-05-19 00:00:00.000,1016
1,6,76,12,1016,2024-05-20 00:00:00.000,6096
1,-3,76,6,1016,2024-05-21 00:00:00.000,0
1,1,76,9,1016,2024-05-21 00:00:00.000,1016
1,1,76,8,1016,2024-05-21 00:00:00.000,1016
1,2,76,7,1016,2024-05-22 00:00:00.000,2032
1,10,76,5,1016,2024-05-23 00:00:00.000,5080
1,5,77,20,1049,2024-05-23 00:00:00.000,5245
1,-1,77,15,1049,2024-05-23 00:00:00.000,0
1,-1,77,16,1049,2024-05-24 00:00:00.000,0
1,1,77,17,1049,2024-05-24 00:00:00.000,1049
1,2,77,16,1049,2024-05-24 00:00:00.000,2098
1,1,77,14,1049,2024-05-24 00:00:00.000,1049
1,1,77,13,1049,2024-05-25 00:00:00.000,1049
1,1,77,12,1049,2024-05-25 00:00:00.000,1049
1,1,77,11,1049,2024-05-26 00:00:00.000,1049
1,2,77,10,1049,2024-05-27 00:00:00.000,2098
1,13,77,8,1049,2024-05-27 00:00:00.000,8392
1,5,78,3,1018,2024-05-27 00:00:00.000,3054
1,2,79,13,1024,2024-05-27 00:00:00.000,2048
1,2,79,11,1024,2024-05-28 00:00:00.000,2048
1,-2,79,9,1024,2024-05-29 00:00:00.000,0
1,1,79,11,1024,2024-05-29 00:00:00.000,1024
1,1,79,10,1024,2024-05-29 00:00:00.000,1024
1,3,79,9,1024,2024-05-29 00:00:00.000,3072
1,-3,79,6,1024,2024-05-29 00:00:00.000,0
1,1,79,9,1024,2024-05-30 00:00:00.000,1024
1,2,79,8,1024,2024-05-30 00:00:00.000,2048
1,3,79,6,1024,2024-05-30 00:00:00.000,3072
1,1,79,3,1024,2024-05-30 00:00:00.000,1024
1,2,79,2,1024,2024-05-30 00:00:00.000,2048
1,1,80,5,1014,2024-05-30 00:00:00.000,1014
1,2,80,4,1014,2024-05-31 00:00:00.000,2028
1,1,80,2,1014,2024-05-31 00:00:00.000,1014
1,5,80,1,1014,2024-06-01 00:00:00.000,1014
1,4,81,7,1011,2024-06-01 00:00:00.000,4044
1,2,81,3,1011,2024-06-01 00:00:00.000,2022
1,1,81,1,1011,2024-06-01 00:00:00.000,1011
2,2,82,6,1795,2024-01-02 00:00:00.000,3590
2,1,82,4,1795,2024-01-03 00:00:00.000,1795
2,1,82,3,1795,2024-01-03 00:00:00.000,1795
2,1,82,2,1795,2024-01-04 00:00:00.000,1795
2,1,82,1,1795,2024-01-06 00:00:00.000,1795
2,2,83,9,1748,2024-01-06 00:00:00.000,3496
2,3,83,7,1748,2024-01-07 00:00:00.000,5244
2,2,83,4,1748,2024-01-08 00:00:00.000,3496
2,2,83,2,1748,2024-01-08 00:00:00.000,3496
2,2,84,10,1801,2024-01-10 00:00:00.000,3602
2,2,84,8,1801,2024-01-10 00:00:00.000,3602
2,1,84,6,1801,2024-01-10 00:00:00.000,1801
2,1,84,5,1801,2024-01-12 00:00:00.000,1801
2,-1,84,4,1801,2024-01-12 00:00:00.000,0
2,2,84,5,1801,2024-01-12 00:00:00.000,3602
2,9,84,3,1801,2024-01-12 00:00:00.000,5403
2,6,85,4,1814,2024-01-12 00:00:00.000,7256
2,2,86,5,1732,2024-01-12 00:00:00.000,3464
2,-1,86,3,1732,2024-01-14 00:00:00.000,0
2,4,86,4,1732,2024-01-14 00:00:00.000,6928
2,3,87,16,1731,2024-01-15 00:00:00.000,5193
2,5,87,13,1731,2024-01-15 00:00:00.000,8655
2,3,87,8,1731,2024-01-15 00:00:00.000,5193
2,2,87,5,1731,2024-01-16 00:00:00.000,3462
2,1,87,3,1731,2024-01-16 00:00:00.000,1731
2,1,87,2,1731,2024-01-16 00:00:00.000,1731
2,2,87,1,1731,2024-01-17 00:00:00.000,1731
2,1,88,2,1732,2024-01-17 00:00:00.000,1732
2,2,88,1,1732,2024-01-17 00:00:00.000,1732
2,1,89,7,1776,2024-01-17 00:00:00.000,1776
2,3,89,6,1776,2024-01-17 00:00:00.000,5328
2,2,89,3,1776,2024-01-17 00:00:00.000,3552
2,2,89,1,1776,2024-01-18 00:00:00.000,1776
2,1,90,18,1727,2024-01-18 00:00:00.000,1727
2,1,90,17,1727,2024-01-18 00:00:00.000,1727
2,2,90,16,1727,2024-01-18 00:00:00.000,3454
2,2,90,14,1727,2024-01-19 00:00:00.000,3454
2,1,90,12,1727,2024-01-19 00:00:00.000,1727
2,1,90,11,1727,2024-01-20 00:00:00.000,1727
2,4,90,10,1727,2024-01-20 00:00:00.000,6908
2,2,90,6,1727,2024-01-20 00:00:00.000,3454
2,1,90,4,1727,2024-01-21 00:00:00.000,1727
2,1,90,3,1727,2024-01-21 00:00:00.000,1727
2,4,90,2,1727,2024-01-22 00:00:00.000,3454
2,2,91,8,1728,2024-01-22 00:00:00.000,3456
2,1,91,6,1728,2024-01-23 00:00:00.000,1728
2,1,91,5,1728,2024-01-23 00:00:00.000,1728
2,-1,91,4,1728,2024-01-23 00:00:00.000,0
2,8,91,5,1728,2024-01-25 00:00:00.000,8640
2,3,92,5,1721,2024-01-25 00:00:00.000,5163
2,1,92,2,1721,2024-01-25 00:00:00.000,1721
2,15,92,1,1721,2024-01-26 00:00:00.000,1721
2,14,93,3,1742,2024-01-26 00:00:00.000,5226
2,11,94,16,1813,2024-01-26 00:00:00.000,19943
2,1,94,5,1813,2024-01-26 00:00:00.000,1813
2,1,94,4,1813,2024-01-26 00:00:00.000,1813
2,2,94,3,1813,2024-01-27 00:00:00.000,3626
2,1,94,1,1813,2024-01-27 00:00:00.000,1813
2,2,95,7,1788,2024-01-27 00:00:00.000,3576
2,1,95,5,1788,2024-01-28 00:00:00.000,1788
2,1,95,4,1788,2024-01-28 00:00:00.000,1788
2,14,95,3,1788,2024-01-30 00:00:00.000,5364
2,11,96,17,1789,2024-01-30 00:00:00.000,19679
2,1,96,6,1789,2024-01-30 00:00:00.000,1789
2,1,96,5,1789,2024-01-31 00:00:00.000,1789
2,6,96,4,1789,2024-02-01 00:00:00.000,7156
2,2,97,3,1757,2024-02-01 00:00:00.000,3514
2,-1,97,1,1757,2024-02-02 00:00:00.000,0
2,10,97,2,1757,2024-02-02 00:00:00.000,3514
2,8,98,12,1772,2024-02-02 00:00:00.000,14176
2,1,98,4,1772,2024-02-03 00:00:00.000,1772
